x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 y
63.22195 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
62.72096 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
62.21818 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
61.7138 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
61.7138 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
61.20797 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
60.70086 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
60.70086 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
60.19256 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
59.68322 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
59.17293 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
59.17293 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
58.66178 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
58.14988 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
57.63728 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
57.63728 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
57.12405 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
56.61028 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
56.096 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
56.096 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
55.58126 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
55.06612 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
55.06612 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
54.55061 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
54.03477 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
53.51863 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
53.00224 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
53.00224 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
52.48559 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
51.96873 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
51.96873 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
51.45168 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
50.93444 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
50.93444 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
50.41706 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
49.89952 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
49.38186 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
48.86409 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
48.86409 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
48.34621 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
47.82824 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
47.31018 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
47.31018 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
46.79205 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
46.27386 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
46.27386 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
45.75559 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
45.23728 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
44.71891 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
44.71891 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
44.20051 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
43.68206 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
43.16357 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
43.16357 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
42.64505 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
42.1265 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
42.1265 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
41.60793 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
41.08933 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 24.71676 24.71676 0
40.57071 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 49.42358 27.77608 0
40.05207 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 48.84557 27.52398 0
40.05207 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 48.84557 27.52398 0
39.53342 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 48.26752 27.27188 0
39.01475 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 47.68948 27.01977 0
39.01475 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 47.68948 27.01977 0
38.49607 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 47.11141 26.76766 0
37.97737 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 46.53333 26.51553 0
37.45867 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 45.95524 26.26339 0
36.93995 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 45.37713 26.01125 0
36.93995 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 45.37713 26.01125 0
36.42122 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 44.79902 25.75911 0
35.90248 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 44.22089 25.50697 0
35.90248 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 44.22089 25.50697 0
35.38374 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 43.64201 25.25482 0
34.86499 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 43.04084 25.00267 0
34.34624 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 42.43966 24.75051 0
34.34624 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 42.43966 24.75051 0
33.82748 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 41.83847 24.43924 0
33.30871 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 41.23727 24.11754 0
32.78994 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 40.63607 23.79583 0
32.78994 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 40.63607 23.79583 0
32.27116 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 40.03487 23.47412 0
31.75238 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 39.43366 23.15241 0
31.2336 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 38.83245 22.8307 0
31.2336 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 38.83245 22.8307 0
30.71482 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 38.23124 22.50898 0
30.19603 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 37.63002 22.18727 0
30.19603 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 37.63002 22.18727 0
29.67724 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 37.0288 21.86555 0
29.15845 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 36.42759 21.54383 0
28.63966 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 35.82636 21.22211 0
28.12086 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 35.22513 20.90039 0
28.12086 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 12.6762 12.6762 35.22513 20.90039 0
27.60207 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 17.20333 14.51177 34.6239 20.57867 0
27.08327 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 40.17507 14.41399 34.02267 20.25695 0
27.08327 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 40.17507 14.41399 34.02267 20.25695 0
26.56447 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 39.57056 14.3162 33.42144 19.93523 0
26.04567 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 38.96606 14.15226 32.82021 19.6135 0
26.04567 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 38.96606 14.15226 32.82021 19.6135 0
25.52687 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 38.36156 13.97999 32.21897 19.25073 0
25.00806 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 37.75139 13.80772 31.61774 18.88458 0
24.48926 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 37.11229 13.63544 31.0165 18.51842 0
23.97046 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 36.47319 13.46316 30.41527 18.15227 0
23.97046 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 8.821314 8.821314 36.47319 13.46316 30.41527 18.15227 0
23.45165 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 10.61811 10.24335 35.83408 13.29088 29.80839 17.78612 0
22.93285 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 10.84918 10.17039 35.19498 13.1186 29.17902 17.41996 0
22.93285 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 10.84918 10.17039 35.19498 13.1186 29.17902 17.41996 0
22.41404 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 11.08026 10.09743 34.55587 12.94632 28.54965 17.05381 0
21.89524 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 11.53973 10.02448 33.91676 12.77404 27.92029 16.68765 0
21.37643 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 12.05736 9.948544 33.27765 12.5725 27.29091 16.3215 0
21.37643 5.5 5.5 5.641442 5.641442 6.104539 6.104539 7.034763 7.034763 12.05736 9.948544 33.27765 12.5725 27.29091 16.3215 0.02201365
20.87912 5.498065 5.501939 5.63841 5.64448 6.100001 6.109085 8.39993 8.212972 13.13562 9.821673 32.65932 12.3432 26.68639 15.97378 0.128527
20.48897 5.486325 5.513858 5.620018 5.663111 6.072497 6.136963 8.417052 8.192813 36.80966 9.741081 32.14489 12.17756 26.20572 15.71841 0.3318707
20.43307 5.445395 5.55762 5.555737 5.731178 5.976532 6.238852 8.341565 8.279614 36.6717 9.80628 31.95467 12.21164 26.11113 15.75253 0.4577501
20.43307 5.445395 5.55762 5.555737 5.731178 5.976532 6.238852 8.341565 8.279614 36.6717 9.80628 31.95467 12.21164 26.11113 15.75253 0.5545805
20.92629 5.363563 5.656748 5.426198 5.883872 5.783762 7.506237 8.027882 8.545819 12.69052 10.12296 32.31914 12.59087 26.47148 16.16132 0.5836295
20.88451 5.3161 5.721196 5.352134 5.980832 5.675179 7.58435 7.920985 8.599256 12.52071 10.26555 32.25819 12.72638 26.41294 16.17937 0.6223617
20.89898 5.264101 5.797342 5.272113 7.086877 6.693442 7.682775 7.798184 8.677223 12.24109 10.32691 32.18663 12.76388 26.41763 16.24922 0.6417277
20.89898 5.264101 5.797342 5.272113 7.086877 6.693442 7.682775 7.798184 8.677223 12.24109 10.32691 32.18663 12.76388 26.41763 16.24922 0.6417277
21.59868 5.170516 5.959166 5.123394 7.252639 6.461056 7.91988 7.43615 8.988111 10.65088 10.67546 32.79397 13.21533 27.0672 16.88765 0.6417277
21.62897 5.113065 7.021802 5.038118 7.335666 6.338575 7.977344 7.313278 9.121389 10.41834 10.7866 32.46458 13.33577 27.0561 16.91673 0.6417277
21.62897 5.113065 7.021802 5.038118 7.335666 6.338575 7.977344 7.313278 9.121389 10.41834 10.7866 32.46458 13.33577 27.0561 16.91673 0.6417277
22.17723 5.023993 7.140185 4.898946 7.528461 6.130463 8.189874 7.009688 9.368539 9.612104 11.1764 32.0545 13.77541 27.66827 17.43651 0.6417277
22.23162 4.958856 7.207078 5.871249 7.565532 6.06821 8.282653 6.931843 9.423183 9.455998 11.20896 32.0462 13.81379 27.66685 17.53023 0.6417277
22.52175 4.876565 7.326368 5.759249 7.667448 5.95876 8.463511 6.773465 9.596746 9.067126 11.39432 32.36701 14.05968 27.87515 17.77542 0.6417277
22.49064 4.798067 7.361085 5.665035 7.734809 5.898939 8.484953 6.714171 9.690569 8.968305 11.46887 32.40618 14.14681 27.84418 17.77923 0.6417277
22.49064 4.798067 7.361085 5.665035 7.734809 5.898939 8.484953 6.714171 9.690569 8.968305 11.46887 32.40618 14.14681 27.84418 17.77923 0.6417277
23.10575 5.440031 7.479587 5.524138 7.949281 5.730613 8.685461 6.454362 9.951011 8.362596 11.85053 33.28454 14.55826 28.48408 18.35786 0.6417277
23.13374 5.74188 7.53651 5.458494 7.996478 5.66283 8.747654 6.39064 9.97794 8.306312 11.85847 33.40886 14.57516 28.42457 18.38786 0.6417277
23.13374 5.74188 7.53651 5.458494 7.996478 5.66283 8.747654 6.39064 9.97794 8.306312 11.85847 33.40886 14.57516 28.42457 18.38786 0.6417277
23.65394 5.652981 7.70818 5.356379 8.143697 5.495828 9.023826 6.14518 10.27429 7.778339 12.22085 34.57385 15.08179 29.06082 18.87882 0.6417277
23.64723 5.555009 7.779701 5.305933 8.194726 5.446638 9.036453 6.068606 10.36072 7.739422 12.29668 34.83924 15.11245 28.70811 18.90327 0.6417277
23.64723 5.555009 7.779701 5.305933 8.194726 5.446638 9.036453 6.068606 10.36072 7.739422 12.29668 34.83924 15.11245 28.70811 18.90327 0.6417277
24.2138 5.453333 7.878376 5.203003 8.390068 5.316316 9.222775 5.85942 10.5922 7.331553 12.61631 36.23161 15.48596 28.24932 19.43095 0.6417277
24.16473 5.380777 7.92446 5.134662 8.460854 5.266976 9.283434 5.820724 10.62483 7.273123 12.63942 36.68154 15.53132 28.24051 19.41025 0.6417277
24.39387 5.324024 8.031568 5.039047 8.534746 5.170341 9.451682 5.701946 10.79105 7.058206 12.83594 37.81546 15.81368 28.55768 19.64676 0.6417277
24.4221 5.260837 8.121174 4.993973 8.58162 5.100212 9.49149 5.639243 10.88556 6.970823 12.92955 38.49036 15.81144 28.6346 19.70603 0.6417277
24.4221 5.260837 8.121174 4.993973 8.58162 5.100212 9.49149 5.639243 10.88556 6.970823 12.92955 38.49036 15.81144 28.6346 19.70603 0.6417277
24.98582 5.182863 8.24424 4.899082 8.779944 4.950431 9.689023 5.436346 11.13916 6.611636 13.2559 40.91055 16.23542 29.50192 20.2045 0.6417277
24.95823 5.095971 8.279572 4.842275 8.868723 4.905949 9.741798 5.364978 11.16667 6.527908 13.27633 41.82331 16.28006 29.64018 20.18067 0.6417277
24.95823 5.095971 8.279572 4.842275 8.868723 4.905949 9.741798 5.364978 11.16667 6.527908 13.27633 41.82331 16.28006 29.64018 20.18067 0.5061653
25.49275 5.015862 8.417493 4.740983 8.994003 4.79072 9.987977 5.181077 11.44036 6.233388 13.6229 10.10146 16.67041 30.62211 20.64751 0.409335
24.81008 4.963907 8.460488 4.674545 8.98644 4.763005 9.960888 5.189252 11.43106 6.272046 13.57973 10.53524 16.51371 30.51898 20.49243 0.3512368
24.08798 4.898186 8.500974 4.644143 8.980099 4.730969 9.902111 5.200918 11.34658 6.343574 13.42913 45.46961 16.32297 30.30591 20.23101 0.2447234
24.08798 4.898186 8.500974 4.644143 8.980099 4.730969 9.902111 5.200918 11.34658 6.343574 13.42913 45.46961 16.32297 30.30591 20.23101 0.1478931
23.35234 4.817223 8.491828 4.608758 9.002005 4.688343 9.874752 5.185403 11.27348 6.368881 13.31676 45.97568 16.18344 30.19621 20.0034 0.04137972
22.88988 4.755778 8.452351 4.586655 8.965044 4.728946 9.768526 5.234474 11.09307 6.548737 13.05535 45.06293 15.83215 29.52736 19.53929 0
22.51458 4.725342 8.416764 4.560089 8.888643 4.766018 9.658133 5.359149 10.90356 6.84902 12.77741 43.89802 15.45298 28.76406 19.04025 0
22.51458 4.725342 8.416764 4.560089 8.888643 4.766018 9.658133 5.359149 10.90356 6.84902 12.77741 43.89802 15.45298 28.76406 19.04025 0
22.12521 4.683722 8.392018 4.584794 8.797871 4.791839 9.559501 5.470547 10.72602 7.130324 12.51158 42.74689 15.08598 28.00978 18.55044 0
21.72314 4.632008 8.377056 4.599783 8.716866 4.857872 9.467589 5.569964 10.55928 7.567588 12.25669 41.60819 14.72997 27.26365 18.06896 0
21.30963 4.638188 8.370914 4.606014 8.644666 4.935161 9.326822 5.757272 10.40228 8.025673 12.01167 40.48068 14.38387 26.52486 17.59497 0
21.30963 4.638188 8.370914 4.606014 8.644666 4.935161 9.326822 5.757272 10.40228 8.025673 12.01167 40.48068 14.38387 26.52486 17.59497 0
20.88578 4.636507 8.334307 4.643176 8.580405 5.003954 9.193929 5.934155 10.25406 8.779069 11.77553 39.36324 14.0467 25.79265 17.12774 0
20.4526 4.627654 8.278843 4.699904 8.523304 5.099079 9.068133 6.122509 10.06171 9.924814 11.5474 38.25486 13.71757 25.06639 16.6666 0
20.4526 4.627654 8.278843 4.699904 8.523304 5.099079 9.068133 6.122509 10.06171 9.924814 11.5474 38.25486 13.71757 25.06639 16.6666 0
20.01102 4.648175 8.22965 4.750224 8.472658 5.231879 8.948737 6.406793 9.869223 13.64089 11.30717 37.15466 13.37042 24.34549 16.21094 0
19.56185 4.691754 8.186117 4.809235 8.38849 5.358252 8.835117 6.68268 9.682422 13.33471 11.041 36.06184 13.0169 23.62942 15.76023 0
19.0639 4.730233 8.147684 4.917459 8.285556 5.510375 8.726704 7.068334 9.50074 13.02385 10.77981 34.97566 12.66815 22.91771 15.31398 0
18.50886 4.771368 8.113854 5.020994 8.187082 5.717671 8.622987 7.504271 9.323677 58.26022 10.52312 33.89547 12.32369 22.20992 14.87177 0.02201365
18.50886 4.771368 8.113854 5.020994 8.187082 5.717671 8.622987 7.504271 9.323677 58.26022 10.52312 33.89547 12.32369 22.20992 14.87177 0.1963082
