x1 x2 x3 x4 x5 label
17,28115 21,07012 25,3529 29,81798 34,22972 0
17,28115 21,07012 25,3529 29,81798 34,22972 0
17,03103 20,67448 24,85858 29,24296 33,62822 0
16,77823 20,27644 24,36185 28,66602 33,02543 0
16,52301 19,87624 23,86294 28,08736 32,42149 0
16,26212 19,4741 23,36206 27,50714 31,8165 0
15,95327 19,0702 22,85941 26,92551 31,21058 0
15,95327 19,0702 22,85941 26,92551 31,21058 0
15,64287 18,66473 22,35517 26,34263 30,60381 0
15,33109 18,25783 21,8495 25,75861 29,99628 0
15,33109 18,25783 21,8495 25,75861 29,99628 0
15,01805 17,84964 21,34253 25,17356 29,38807 0
15,01805 17,84964 21,34253 25,17356 29,38807 0
14,70388 17,4403 20,83438 24,58759 28,77923 0
14,38869 17,02991 20,32519 24,00078 28,16984 0
14,38869 17,02991 20,32519 24,00078 28,16984 0
14,07259 16,61859 19,81505 23,41322 27,55995 0
13,75565 16,20641 19,30404 22,82499 26,94961 0
13,43797 15,79347 18,79227 22,23615 26,22993 0
13,43797 15,79347 18,79227 22,23615 26,22993 0,01234569
13,12642 15,38821 18,29026 21,65671 25,64244 0,070443
12,57072 14,66005 17,38904 20,59601 24,51085 0,1769547
12,57072 14,66005 17,38904 20,59601 24,51085 0,2156863
12,4923 14,59357 17,23193 20,44308 24,28715 0,2447349
12,4923 14,59357 17,23193 20,44308 24,28715 0,2931494
12,34823 14,41433 17,03237 20,24299 24,12952 0,3415638
12,25523 14,29558 16,9065 20,13463 23,94616 0,3609295
12,02867 14,01336 16,57823 19,77411 23,53977 0,3899783
12,02867 14,01336 16,57823 19,77411 23,53977 0,409344
12,26172 14,28623 16,93382 20,16749 23,88771 0,4287098
12,26172 14,28623 16,93382 20,16749 23,88771 0,4674413
12,27105 14,35401 16,9728 20,21876 23,9631 0,49649
12,27884 14,37049 17,02706 20,39124 24,09166 0,5158557
12,33781 14,44683 17,15419 20,66372 24,25403 0,5255386
12,33781 14,44683 17,15419 20,66372 24,25403 0,5352215
12,44308 14,57709 17,34727 20,79774 24,49326 0,5352215
12,47097 14,64621 17,41335 20,80599 24,64049 0,5352215
12,46341 14,67049 17,50248 20,91162 24,76538 0,5352215
12,38678 14,59119 17,47722 20,88991 24,74076 0,5352215
12,46839 14,70097 17,7005 21,08548 24,9887 0,5352215
12,50459 14,75232 17,72485 21,12397 25,14704 0,5352215
12,50459 14,75232 17,72485 21,12397 25,14704 0,5352215
12,57788 14,90862 17,92081 21,32808 25,35813 0,5352215
12,57788 14,90862 17,92081 21,32808 25,35813 0,5352215
12,84826 15,31259 18,35342 22,00167 26,00259 0,5352215
12,86604 15,38784 18,42085 22,05273 26,18409 0,5255386
13,08355 15,72308 18,71063 22,38567 26,52305 0,5158557
13,17723 15,81902 18,8389 22,6391 26,76021 0,5061729
13,17723 15,81902 18,8389 22,6391 26,76021 0,49649
13,14767 15,71613 18,88663 22,70419 26,95303 0,49649
12,94048 15,44627 18,61744 22,40339 26,65914 0,4771242
13,23766 15,72116 18,97451 22,79783 27,0412 0,4577585
13,45034 15,99287 19,29671 23,28008 27,52922 0,4480756
13,45034 15,99287 19,29671 23,28008 27,52922 0,4383927
13,50886 16,13023 19,5329 23,48176 27,81207 0,4383927
13,58131 16,28374 19,78881 23,69733 28,02426 0,4383927
13,61356 16,38192 19,81906 23,83659 28,15986 0,3512467
13,37631 16,11425 19,5054 23,57351 27,95321 0,2834665
13,23341 15,96525 19,37972 23,41985 27,83303 0,2737836
13,23341 15,96525 19,37972 23,41985 27,83303 0,2737836
13,13331 15,86501 19,31264 23,3202 27,7341 0,2737836
13,0158 15,73834 19,20847 23,17954 27,59296 0,2737836
12,87247 15,57444 19,03896 22,98353 27,39515 0,2737836
12,61578 15,26338 18,65912 22,59207 27,0023 0,2737836
12,61578 15,26338 18,65912 22,59207 27,0023 0,2737836
12,7084 15,38524 18,70126 22,74145 27,14006 0,2737836
12,21799 14,78208 18,02948 22,05919 26,44084 0,2737836
12,21799 14,78208 18,02948 22,05919 26,44084 0,2737836
12,25198 14,84313 18,16286 22,17487 26,66249 0,2737836
11,95436 14,48464 17,75515 21,72668 26,21316 0,2737836
11,95436 14,48464 17,75515 21,72668 26,21316 0,2737836
12,06773 14,6376 18,00271 21,93052 26,40652 0,2737836
12,06773 14,6376 18,00271 21,93052 26,40652 0,2737836
11,95319 14,49989 17,82508 21,7522 26,22058 0,2834665
11,88547 14,41634 17,66184 21,63555 26,09363 0,3512467
11,81704 14,34858 17,58414 21,62943 26,07382 0,3996611
11,66217 14,17384 17,41633 21,47025 25,93429 0,4190269
11,66217 14,17384 17,41633 21,47025 25,93429 0,4287098
11,62705 14,14603 17,43554 21,45178 26,00716 0,4771242
11,68633 14,23385 17,60334 21,57808 26,12322 0,49649
11,68633 14,23385 17,60334 21,57808 26,12322 0,5061729
12,05368 14,71044 18,05375 22,20534 26,72973 0,5255386
11,88073 14,4916 17,83535 22,01772 26,53554 0,5545873
12,11757 14,81921 18,32506 22,47681 27,09431 0,5545873
12,34028 15,12789 18,71624 22,90638 27,50398 0,5545873
12,34028 15,12789 18,71624 22,90638 27,50398 0,5545873
12,74554 15,60288 19,19496 23,52297 28,19343 0,5545873
12,74554 15,60288 19,19496 23,52297 28,19343 0,5545873
13,16815 16,202 20,01184 24,38135 29,10994 0,5545873
12,9978 16,01312 19,76419 24,16652 28,90719 0,5545873
12,9978 16,01312 19,76419 24,16652 28,90719 0,5545873
13,57604 16,64916 20,50442 24,91176 29,83625 0,5545873
13,45348 16,5327 20,42708 24,804 29,78253 0,5545873
13,57979 16,7322 20,67275 25,09121 30,5176 0,5545873
13,57979 16,7322 20,67275 25,09121 30,5176 0,5545873
14,19648 17,50746 21,44373 25,97751 50 0,5545873
14,34033 17,59027 21,62462 26,15799 50 0,5255386
14,69969 18,09384 22,17918 26,76916 50 0,4771242
14,69969 18,09384 22,17918 26,76916 50 0,4674413
14,97721 18,491 22,50957 27,29995 50 0,4383927
14,85372 18,29587 22,31442 27,1201 50 0,409344
15,01042 18,36058 22,4652 27,54875 50 0,3706124
15,01042 18,36058 22,4652 27,54875 50 0,3706124
15,25365 18,70812 22,86951 29,08402 49,74773 0,3706124
15,08058 18,51768 22,63051 29,30481 48,91019 0,3706124
15,15383 18,63846 22,70818 50 47,47095 0,3706124
15,15383 18,63846 22,70818 50 47,47095 0,3706124
15,74062 19,16518 23,45901 50 44,92979 0,3706124
15,51596 18,9101 23,09159 50 44,19225 0,3706124
15,47057 18,88009 23,17274 50 42,99478 0,3706124
15,75851 19,2703 23,6228 49,14218 40,86744 0,3706124
15,75851 19,2703 23,6228 49,14218 40,86744 0,3706124
16,06612 19,57163 24,56146 47,39602 38,9212 0,3706124
16,09002 19,53946 25,27279 46,28384 37,60416 0,3706124
16,03285 19,52267 26,83982 45,06652 36,35793 0,3706124
16,03285 19,52267 26,83982 45,06652 36,35793 0,3706124
16,3749 20,04074 49,91749 43,0703 34,00276 0,3706124
16,33112 19,88472 48,83364 41,94853 32,88518 0,3706124
16,51972 20,17927 47,38546 40,36499 31,28555 0,3706124
16,51972 20,17927 47,38546 40,36499 31,28555 0,3706124
16,80453 20,75204 45,70166 38,4798 29,09847 0,3706124
16,74558 21,01713 44,59655 37,33222 28,09146 0,3706124
16,75266 21,67645 43,44987 36,12962 27,01718 0,3706124
16,67701 22,46096 42,50274 35,18799 26,25509 0,3706124
16,67701 22,46096 42,50274 35,18799 26,25509 0,3706124
16,67701 22,46096 42,50274 35,18799 26,25509 0,3706124
17,37778 46,24825 40,09975 32,47543 23,27068 0,3706124
17,49263 44,98537 38,7429 31,15588 22,12119 0,3706124
17,49263 44,98537 38,7429 31,15588 22,12119 0,3706124
18,17028 42,47045 36,06472 28,44259 19,78276 0,3706124
18,17028 42,47045 36,06472 28,44259 19,78276 0,3706124
19,08166 41,13564 34,71017 27,19367 18,75305 0,3706124
19,08166 41,13564 34,71017 27,19367 18,75305 0,3706124
45,33383 39,54089 32,87941 25,35449 17,34225 0,3706124
44,28008 38,60803 32,05489 24,67595 17,03552 0,3706124
44,28008 38,60803 32,05489 24,67595 17,03552 0,3706124
42,49228 36,70674 30,03065 22,81865 15,38489 0,3318809
41,54631 35,83062 29,18608 22,20437 15,16534 0,1866376
40,54092 34,80583 28,25772 21,46735 14,81457 0,0801259
39,76804 34,03384 27,62017 21,04153 14,77522 0
39,21766 33,54807 27,25973 20,88443 14,89895 0
38,66054 33,05013 26,88374 20,68264 14,93908 0
38,66054 33,05013 26,88374 20,68264 14,93908 0
38,09732 32,54119 26,49375 20,46407 14,95982 0
37,5286 32,02236 26,09111 20,23037 14,96306 0
36,95492 31,49458 25,67707 19,983 14,95052 0
36,37675 30,95873 25,25275 19,72332 14,92376 0
36,37675 30,95873 25,25275 19,72332 14,92376 0
35,78447 30,41561 24,81914 19,45254 14,88417 0
35,78447 30,41561 24,81914 19,45254 14,88417 0
35,1762 29,86592 24,37717 19,17173 14,74367 0
33,94755 28,74933 23,47128 18,58386 14,41048 0
33,32795 28,18354 23,00879 18,27849 14,23309 0
33,32795 28,18354 23,00879 18,27849 14,23309 0
32,7053 27,61342 22,54077 17,96651 14,04947 0
32,07988 27,03937 22,06773 17,64853 13,86018 0
32,07988 27,03937 22,06773 17,64853 13,86018 0
31,45198 26,46178 21,5902 17,29178 13,66581 0
31,45198 26,46178 21,5902 17,29178 13,66581 0
30,82183 25,88101 21,1086 16,92333 13,46684 0
30,18967 25,29736 20,62333 16,55127 13,26374 0
29,55568 24,71113 20,13477 16,17597 13,05157 0
29,55568 24,71113 20,13477 16,17597 13,05157 0
28,92005 24,12256 19,64323 15,79774 12,77968 0
28,92005 24,12256 19,64323 15,79774 12,77968 0
28,28293 23,53188 19,149 15,41686 12,50522 0
27,64448 22,9393 18,65234 15,0336 12,22844 0
27,00483 22,34502 18,15351 14,64819 11,94957 -0,04139434
27,00483 22,34502 18,15351 14,64819 11,94957 -0,05107722
26,48366 21,87156 17,77467 14,3544 11,74234 -0,05107722
25,87473 21,30767 17,30546 13,99123 11,48067 -0,0801259
25,36867 20,84832 16,9404 13,70806 11,28223 -0,09949167
25,36867 20,84832 16,9404 13,70806 11,28223 -0,1188574
24,9345 20,46162 16,64818 13,4812 11,12894 -0,1479061
24,9345 20,46162 16,64818 13,4812 11,12894 -0,157589
24,6349 20,21138 16,45615 13,36079 11,0611 -0,1672719
24,6349 20,21138 16,45615 13,36079 11,0611 -0,1769547
24,34405 19,96955 16,22503 13,24603 10,94598 -0,1963205
23,89966 19,57084 15,87292 12,9522 10,71824 -0,2060034
23,37517 19,09049 15,4583 12,61022 10,45291 -0,2156863
23,37517 19,09049 15,4583 12,61022 10,45291 -0,235052
23,37517 19,09049 15,4583 12,61022 10,45291 -0,2544178
23,50265 19,27462 15,55414 12,66783 10,50913 -0,3415638
22,80141 18,62892 14,99884 12,20314 10,16225 -0,3609295
22,80141 18,62892 14,99884 12,20314 10,16225 -0,3609295
23,34553 18,97977 15,40734 12,5226 10,39509 -0,3609295
23,34553 18,97977 15,40734 12,5226 10,39509 -0,3609295
23,27114 18,91469 15,29957 12,45527 10,29877 -0,3609295
23,128 18,78399 15,14095 12,30151 10,17368 -0,3609295
23,08784 18,75289 15,0589 12,209 10,10011 -0,3609295
23,08784 18,75289 15,0589 12,209 10,10011 -0,3609295
23,09751 18,74051 15,01402 12,14684 10,05346 -0,3609295
23,20259 18,70223 15,03978 12,14087 10,05456 -0,3609295
22,79624 18,29336 14,69453 11,85036 9,811542 -0,3706124
22,79624 18,29336 14,69453 11,85036 9,811542 -0,3706124
23,33664 18,66024 14,96661 12,07752 9,90911 -0,3706124
23,05069 18,36056 14,66996 11,80964 9,688094 -0,3706124
23,15504 18,39308 14,62871 11,74284 9,630782 -0,3706124
23,15504 18,39308 14,62871 11,74284 9,630782 -0,3706124
23,79739 18,53664 14,69038 11,75713 9,641109 -0,3706124
23,79739 18,53664 14,69038 11,75713 9,641109 -0,3706124
24,25847 18,41451 14,60061 11,65628 9,563414 -0,3706124
24,25847 18,41451 14,60061 11,65628 9,563414 -0,3706124
49,74791 18,61275 14,7751 11,79405 9,590691 -0,3706124
49,07951 18,2204 14,39629 11,48022 9,309735 -0,3706124
49,07951 18,2204 14,39629 11,48022 9,309735 -0,3706124
47,70984 18,53118 14,51909 11,53473 9,343768 -0,3706124
46,68172 18,68045 14,52288 11,49802 9,308403 -0,3706124
45,90464 18,27545 14,23573 11,24017 9,102077 -0,3706124
45,90464 18,27545 14,23573 11,24017 9,102077 -0,3706124
44,45574 18,62786 14,39108 11,32364 9,169318 -0,3706124
44,45574 18,62786 14,39108 11,32364 9,169318 -0,3706124
43,41796 18,60703 14,34202 11,25319 9,076158 -0,3802953
42,21011 18,8954 14,345 11,25624 8,991871 -0,3802953
41,08209 19,34906 14,26612 11,1308 8,882464 -0,3802953
40,40162 19,15527 13,93088 10,824 8,634244 -0,3899783
39,30737 44,3175 13,91708 10,74871 8,572391 -0,3899783
39,30737 44,3175 13,91708 10,74871 8,572391 -0,3899783
37,48691 42,95388 14,42797 11,0407 8,801856 -0,3899783
36,865 42,25734 14,09785 10,74557 8,577135 -0,3899783
36,865 42,25734 14,09785 10,74557 8,577135 -0,3899783
35,2307 40,61829 14,57259 11,08728 8,708083 -0,3899783
34,08118 39,54755 14,6282 11,03203 8,631618 -0,3899783
33,44075 38,82713 14,3384 10,75044 8,393664 -0,3899783
32,39643 37,67225 14,60503 10,72226 8,344012 -0,3899783
31,28779 36,47132 15,53442 10,79856 8,372626 -0,3996611
29,85136 35,08364 39,74443 11,07815 8,548052 -0,3996611
28,89655 33,99426 38,66751 10,98795 8,489555 -0,3899783
27,90013 32,87081 37,49354 11,19653 8,485188 -0,3899783
26,89421 31,79557 36,37934 11,30251 8,504962 -0,3996611
26,36294 31,10861 35,66616 11,06465 8,298684 -0,3996611
25,43387 30,03519 34,53447 11,45282 8,327214 -0,3996611
25,43387 30,03519 34,53447 11,45282 8,327214 -0,3899783
24,08845 28,55799 33,0062 37,02838 8,576452 -0,3996611
23,66205 27,99249 32,3448 36,4395 8,328589 -0,3996611
23,66205 27,99249 32,3448 36,4395 8,328589 -0,3996611
22,41065 26,48765 30,76195 34,8898 8,829807 -0,3996611
21,31552 25,09616 29,16278 33,18916 8,786899 -0,3996611
21,31552 25,09616 29,16278 33,18916 8,786899 -0,3996611
20,18086 23,83504 27,75419 31,73251 10,32315 -0,3802953
19,49315 22,97597 26,72467 30,64987 34,31899 -0,3609295
19,49315 22,97597 26,72467 30,64987 34,31899 -0,2931494
18,8886 22,16868 25,81029 29,6793 33,49386 -0,1285403
18,8886 22,16868 25,81029 29,6793 33,49386 -0,002662801
18,56295 21,71542 25,24132 29,0352 32,8054 0
18,56295 21,71542 25,24132 29,0352 32,8054 0
18,37719 21,43993 24,84611 28,55606 32,27678 0,070443
18,25185 21,24217 24,52701 28,14994 31,82004 0,1091745
18,14399 21,01951 24,23171 27,76765 31,3882 0,1672719
18,14137 20,87943 24,06136 27,50288 31,07034 0,1769547
18,14137 20,87943 24,06136 27,50288 31,07034 0,1866376
18,18517 20,88589 24,07232 27,40722 30,76933 0,1866376
18,08356 20,74641 23,84821 27,14669 30,42073 0,1866376
17,89383 20,50031 23,50327 26,76616 29,98326 0,2156863
17,89383 20,50031 23,50327 26,76616 29,98326 0,2544178
17,9338 20,53365 23,41862 26,70209 29,79387 0,2834665
17,75266 20,24909 23,08233 26,31344 29,36708 0,3609295
17,75266 20,24909 23,08233 26,31344 29,36708 0,3899783
18,07514 20,5548 23,47361 26,57282 29,61225 0,3899783
18,07231 20,55285 23,42004 26,4934 29,51513 0,3899783
17,90625 20,35288 23,12857 26,194 29,19436 0,3899783
17,95535 20,3499 23,07282 26,17671 29,16103 0,3899783
17,85879 20,18623 22,90815 25,96725 28,99457 0,3899783
17,7815 20,10597 22,84229 25,74192 28,94832 0,3899783
17,7815 20,10597 22,84229 25,74192 28,94832 0,3609295
17,7815 20,10597 22,84229 25,74192 28,94832 0,2931494
18,06911 20,46057 23,14435 25,92347 29,55807 0,0801259
17,74136 20,07626 22,69136 25,43953 29,05336 0
17,74136 20,07626 22,69136 25,43953 29,05336 0
16,91919 19,10271 21,59454 24,27242 27,72045 0
16,91919 19,10271 21,59454 24,27242 27,72045 0
16,51586 18,62109 21,05045 23,69123 27,0567 0
16,51586 18,62109 21,05045 23,69123 27,0567 0
16,12587 18,14591 20,51942 23,11152 26,39474 0
15,72211 17,6638 19,97948 22,53231 25,73326 0
15,72211 17,6638 19,97948 22,53231 25,73326 0
15,30507 17,18431 19,44169 21,95437 25,07322 0
15,30507 17,18431 19,44169 21,95437 25,07322 0
14,89072 16,70713 18,90574 21,37746 24,41435 0,0801259
14,52631 16,2877 18,43725 20,86849 23,86426 0,2447349
14,24574 15,96531 18,08245 20,47452 23,49881 0,2931494
14,24574 15,96531 18,08245 20,47452 23,49881 0,3318809
14,09045 15,78803 17,89788 20,25388 23,41217 0,3802953
14,09045 15,78803 17,89788 20,25388 23,41217 0,3996611
13,83524 15,49244 17,59441 19,87074 23,33677 0,4287098
13,83524 15,49244 17,59441 19,87074 23,33677 0,4674413
13,76399 15,46736 17,58578 19,82776 23,54667 0,49649
13,63162 15,33967 17,48496 19,7854 23,76488 0,5545873
13,58912 15,30122 17,31905 19,90464 24,26438 0,5933188
13,39256 15,08034 17,05107 19,72562 24,26991 0,6514161
13,64781 15,41534 17,34755 20,45096 25,86375 0,661099
13,5522 15,38653 17,34062 20,69513 26,66325 0,661099
13,5522 15,38653 17,34062 20,69513 26,66325 0,661099
13,52182 15,23985 17,42949 21,10269 27,80807 0,661099
13,52182 15,23985 17,42949 21,10269 27,80807 0,661099
13,74559 15,41293 17,91777 22,20021 30,38582 0,661099
13,82976 15,46733 18,22248 23,02305 32,60256 0,661099
13,65076 15,29631 18,16732 23,23416 33,63778 0,661099
13,65076 15,29631 18,16732 23,23416 33,63778 0,661099
13,64259 15,59847 18,87864 24,86231 38,09375 0,661099
13,54412 15,62677 19,15403 25,74826 41,17468 0,661099
13,50956 15,7522 19,60175 27,02818 45,75236 0,661099
13,31818 15,6301 19,6352 27,52448 48,4737 0,661099
13,60295 16,2617 21,00557 30,98645 50 0,6514161
13,60295 16,2617 21,00557 30,98645 50 0,6514161
14,06953 17,20911 23,05406 36,59532 50 0,6514161
13,89907 17,1202 23,2024 37,76732 50 0,6514161
13,89907 17,1202 23,2024 37,76732 50 0,6514161
14,4405 18,23787 25,80893 46,54562 50 0,6514161
14,49994 18,55219 26,88142 50 50 0,6514161
14,93462 19,55098 29,59977 50 50 0,6030017
15,79188 21,40378 34,84544 50 42,19094 0,5642702
15,79188 21,40378 34,84544 50 42,19094 0,5158557
16,35594 22,79311 39,56808 50 30,99098 0,49649
16,95724 24,34386 45,58668 50 25,30509 0,4868071
16,95724 24,34386 45,58668 50 25,30509 0,4868071
17,68058 26,26922 50 50 21,59281 0,4577585
18,46222 28,47878 50 50 19,15908 0,3899783
18,46222 28,47878 50 50 19,15908 0,3609295
19,60903 31,83169 50 50 16,95288 0,3318809
19,76388 32,72432 50 46,83701 16,77798 0,2834665
20,18374 34,40473 50 41,13509 16,29681 0,1963205
20,47558 35,78098 50 37,93117 16,042 0,1382232
20,76542 37,203 50 35,5094 15,82567 0,08980878
